id,sessionId,stage,LoRA,RAG,Random,T2B,bestClip,LoRA_pred,RAG_pred,Random_pred,T2B_pred,promptId,LoRA_pred_floor,RAG_pred_floor,Random_pred_floor,T2B_pred_floor,LoRA_score,RAG_score,Random_score,T2B_score
21010,1291,24,1,0,1,1,5,[4.24 0.44],[0.6  3.36],[1.56 3.44],[1.49 4.71],15,"[4.5, 0.5]","[0.5, 3.5]","[1.5, 3.5]","[1.5, 4.5]",1.0,0.0,1.0,1.0
21011,1292,6,1,1,0,1,4,[-1.65  0.26],[ 5.04 -0.24],[ 5.67 -2.41],[4.74 3.07],25,"[-1.5, 0.5]","[5.5, -0.5]","[5.5, -2.5]","[4.5, 3.5]",1.0,1.0,0.0,1.5
21012,1292,7,0,1,1,0,2,[4.38 0.33],[ 2.7  -0.96],[-3.97  3.59],[-3.07 -4.74],22,"[4.5, 0.5]","[2.5, -0.5]","[-3.5, 3.5]","[-3.5, -4.5]",0.0,1.5,1.0,0.0
21013,1274,26,0,1,1,0,2,[4.99 1.48],[1.92 2.64],[1.93 2.38],[3.83 4.38],17,"[4.5, 1.5]","[1.5, 2.5]","[1.5, 2.5]","[3.5, 4.5]",0.0,1.5,1.0,0.0
21014,1291,25,1,1,1,0,3,[-0.41  1.53],[0.12 5.34],[-5.28 -3.33],[-4.8  0. ],13,"[-0.5, 1.5]","[0.5, 5.5]","[-5.5, -3.5]","[-4.5, 0.5]",1.0,1.0,1.5,0.0
21015,1292,8,0,0,0,1,4,[4.38 1.53],[-1.56 -1.68],[-5.07 -1.65],[0.  4.8],4,"[4.5, 1.5]","[-1.5, -1.5]","[-5.5, -1.5]","[0.5, 4.5]",0.0,0.0,0.0,1.5
21016,1291,26,0,1,0,1,2,[5.99 4.31],[3.3  3.18],[ 2.25 -3.69],[2.15 4.95],7,"[5.5, 4.5]","[3.5, 3.5]","[2.5, -3.5]","[2.5, 4.5]",0.0,1.5,0.0,1.0
21017,1274,27,1,1,0,1,1,[0.64 1.63],[0. 0.],[-5.55 -1.53],[-0.  -4.8],14,"[0.5, 1.5]","[0.5, 0.5]","[-5.5, -1.5]","[0.5, -4.5]",1.5,1.0,0.0,1.0
21018,1291,27,1,1,0,1,4,[ 4.53 -3.39],[ 3.96 -4.38],[-0.79  3.89],[-3.79 -3.79],11,"[4.5, -3.5]","[3.5, -4.5]","[-0.5, 3.5]","[-3.5, -3.5]",1.0,1.0,0.0,1.5
21019,1292,9,0,0,0,1,4,[-4.94  0.06],[1.68 1.98],[-4.71 -4.64],[-4.2  0. ],2,"[-4.5, 0.5]","[1.5, 1.5]","[-4.5, -4.5]","[-4.5, 0.5]",0.0,0.0,0.0,1.5
21020,1291,28,0,1,0,1,4,[2.14 1.31],[2.76 3.12],[ 2.35 -3.14],[3.38 5.1 ],27,"[2.5, 1.5]","[2.5, 3.5]","[2.5, -3.5]","[3.5, 5.5]",0.0,1.0,0.0,1.5
21021,1292,10,0,1,0,1,4,[2.27 2.16],[-2.1   4.44],[-5.36 -0.59],[1.1  5.07],13,"[2.5, 2.5]","[-2.5, 4.5]","[-5.5, -0.5]","[1.5, 5.5]",0.0,1.0,0.0,1.5
21022,1291,29,0,1,1,1,4,[3.59 1.44],[0.24 0.24],[-2.25  4.  ],[4.74 3.07],19,"[3.5, 1.5]","[0.5, 0.5]","[-2.5, 4.5]","[4.5, 3.5]",0.0,1.0,1.0,1.5
21023,1292,11,0,1,0,1,2,[-0.09  0.2 ],[3.3  4.14],[1.67 2.11],[2.15 4.95],8,"[-0.5, 0.5]","[3.5, 4.5]","[1.5, 2.5]","[2.5, 4.5]",0.0,1.5,0.0,1.0
21024,1274,28,1,1,0,1,4,[ 1.58 -0.3 ],[ 2.7  -0.96],[-5.81 -3.2 ],[-1.96 -4.64],22,"[1.5, -0.5]","[2.5, -0.5]","[-5.5, -3.5]","[-1.5, -4.5]",1.0,1.0,0.0,1.5
21025,1292,12,0,1,1,1,4,[-0.32  0.07],[0.12 3.72],[-2.73 -0.5 ],[-3.21 -3.21],12,"[-0.5, 0.5]","[0.5, 3.5]","[-2.5, -0.5]","[-3.5, -3.5]",0.0,1.0,1.0,1.5
21026,1274,29,1,1,1,1,4,[2.28 2.16],[0.12 3.72],[-1.26  1.85],[2.81 4.41],13,"[2.5, 2.5]","[0.5, 3.5]","[-1.5, 1.5]","[2.5, 4.5]",1.0,1.0,1.0,1.5
21027,1292,13,0,0,0,1,4,[2.22 0.22],[ 1.32 -0.24],[-3.05 -2.22],[-0.  -4.2],14,"[2.5, 0.5]","[1.5, -0.5]","[-3.5, -2.5]","[0.5, -4.5]",0.0,0.0,0.0,1.5
21028,1292,14,1,1,0,1,2,[2.24 1.44],[5.4  2.82],[-0.62 -0.66],[0.  5.1],28,"[2.5, 1.5]","[5.5, 2.5]","[-0.5, -0.5]","[0.5, 5.5]",1.0,1.5,0.0,1.0
21029,1292,15,0,0,1,1,3,[-1.56  1.44],[1.8 2.4],[-1.01  5.24],[2.15 4.95],27,"[-1.5, 1.5]","[1.5, 2.5]","[-1.5, 5.5]","[2.5, 4.5]",0.0,0.0,1.5,1.0
21030,1292,16,1,0,1,0,3,[ 1.38 -2.21],[-4.14  4.32],[-0.67 -2.37],[-3.07 -4.74],24,"[1.5, -2.5]","[-4.5, 4.5]","[-0.5, -2.5]","[-3.5, -4.5]",1.0,0.0,1.5,0.0
21031,1295,1,1,1,0,0,2,[2.46 1.09],[4.74 1.68],[ 3.6  -5.94],[1.21 5.37],28,"[2.5, 1.5]","[4.5, 1.5]","[3.5, -5.5]","[1.5, 5.5]",1.0,1.5,0.0,0.0
21032,1295,2,0,1,1,1,2,[4.18 0.21],[ 0.18 -2.46],[-5.12 -0.94],[-4.64 -1.96],12,"[4.5, 0.5]","[0.5, -2.5]","[-5.5, -0.5]","[-4.5, -1.5]",0.0,1.5,1.0,1.0
21033,1295,3,1,1,1,0,3,[4.21 1.63],[0.12 3.72],[-3.    3.08],[-3.  0.],29,"[4.5, 1.5]","[0.5, 3.5]","[-2.5, 3.5]","[-2.5, 0.5]",1.0,1.0,1.5,0.0
21034,1295,4,1,1,1,1,1,[ 5.68 -1.59],[-1.68  3.06],[ 2.14 -0.81],[1.8  5.34],23,"[5.5, -1.5]","[-1.5, 3.5]","[2.5, -0.5]","[1.5, 5.5]",1.5,1.0,1.0,1.0
21035,1295,5,1,1,1,1,2,[ 4.69 -3.65],[ 3.96 -4.38],[-4.77 -0.86],[-3.78 -2.35],11,"[4.5, -3.5]","[3.5, -4.5]","[-4.5, -0.5]","[-3.5, -2.5]",1.0,1.5,1.0,1.0
21036,1295,6,1,1,1,0,3,[ 4.69 -0.32],[ 3.66 -4.14],[-5.01 -4.3 ],[-1.58 -2.64],1,"[4.5, -0.5]","[3.5, -4.5]","[-5.5, -4.5]","[-1.5, -2.5]",1.0,1.0,1.5,0.0
21037,1295,7,1,1,1,1,3,[1.91 0.07],[3.3  2.88],[ 0.28 -5.07],[-0.  -4.8],3,"[1.5, 0.5]","[3.5, 2.5]","[0.5, -5.5]","[0.5, -4.5]",1.0,1.0,1.5,1.0
21038,1295,8,0,1,1,1,2,[4.55 1.44],[ 4.38 -1.62],[-5.33  4.2 ],[2.81 4.41],16,"[4.5, 1.5]","[4.5, -1.5]","[-5.5, 4.5]","[2.5, 4.5]",0.0,1.5,1.0,1.0
21039,1295,9,1,1,1,1,4,[-4.41  0.2 ],[4.68 4.56],[ 3.81 -5.51],[0.46 4.49],26,"[-4.5, 0.5]","[4.5, 4.5]","[3.5, -5.5]","[0.5, 4.5]",1.0,1.0,1.0,1.5
21040,1295,10,1,1,1,0,2,[4.36 1.77],[0.18 5.16],[4.18 1.3 ],[2.81 4.41],13,"[4.5, 1.5]","[0.5, 5.5]","[4.5, 1.5]","[2.5, 4.5]",1.0,1.5,1.0,0.0
21041,1295,11,1,1,0,1,2,[0.34 0.07],[0.12 3.72],[ 0.29 -5.64],[5.07 1.1 ],25,"[0.5, 0.5]","[0.5, 3.5]","[0.5, -5.5]","[5.5, 1.5]",1.0,1.5,0.0,1.0
21042,1295,12,0,0,0,1,4,[4.27 1.74],[3.3  4.14],[-5.53  3.22],[2.81 4.41],27,"[4.5, 1.5]","[3.5, 4.5]","[-5.5, 3.5]","[2.5, 4.5]",0.0,0.0,0.0,1.5
21043,1295,13,1,1,0,0,1,[3.36 0.64],[0.   0.78],[-0.05  2.34],[-4.5  0. ],21,"[3.5, 0.5]","[0.5, 0.5]","[-0.5, 2.5]","[-4.5, 0.5]",1.5,1.0,0.0,0.0
21044,1295,14,0,0,1,0,3,[ 1.14 -2.14],[ 0.24 -1.32],[ 1.06 -1.2 ],[-0.  -4.5],22,"[1.5, -2.5]","[0.5, -1.5]","[1.5, -1.5]","[0.5, -4.5]",0.0,0.0,1.5,0.0
21045,1295,15,1,1,0,1,2,[4.93 1.48],[3.66 3.84],[-0.88  3.5 ],[-0.56  2.96],17,"[4.5, 1.5]","[3.5, 3.5]","[-0.5, 3.5]","[-0.5, 2.5]",1.0,1.5,0.0,1.0
21046,1295,16,1,1,0,1,2,[2.14 0.61],[-5.  4.],[-0.76 -4.33],[2.14 3.49],5,"[2.5, 0.5]","[-4.5, 4.5]","[-0.5, -4.5]","[2.5, 3.5]",1.0,1.5,0.0,1.0
21047,1295,17,1,0,1,1,3,[-0.12  1.7 ],[4.5 1.5],[ 4.48 -4.99],[0.  5.4],15,"[-0.5, 1.5]","[4.5, 1.5]","[4.5, -4.5]","[0.5, 5.5]",1.0,0.0,1.5,1.0
21048,1295,18,1,1,0,1,1,[-2.01  0.21],[1.08 0.06],[2.15 4.98],[1.96 4.64],18,"[-2.5, 0.5]","[1.5, 0.5]","[2.5, 4.5]","[1.5, 4.5]",1.5,1.0,0.0,1.0
21049,1295,19,0,0,1,1,3,[0.24 3.37],[2. 4.],[ 4.32 -4.59],[2.57 4.09],7,"[0.5, 3.5]","[2.5, 4.5]","[4.5, -4.5]","[2.5, 4.5]",0.0,0.0,1.5,1.0
21050,1295,20,0,1,1,1,3,[-0.14  2.44],[ 0.96 -1.56],[-4.52 -2.88],[-2.35 -3.78],9,"[-0.5, 2.5]","[0.5, -1.5]","[-4.5, -2.5]","[-2.5, -3.5]",0.0,1.0,1.5,1.0
21051,1295,21,0,0,1,0,3,[-2.01  0.21],[-1.8  -0.06],[3.93 4.02],[-4.2  0. ],10,"[-2.5, 0.5]","[-1.5, -0.5]","[3.5, 4.5]","[-4.5, 0.5]",0.0,0.0,1.5,0.0
21052,1295,22,0,1,1,1,3,[5.98 5.99],[-5.76  0.24],[ 1.14 -5.87],[-1.8  0. ],6,"[5.5, 5.5]","[-5.5, 0.5]","[1.5, -5.5]","[-1.5, 0.5]",0.0,1.0,1.5,1.0
21053,1295,23,1,1,0,1,2,[1.23 2.14],[2.94 2.64],[-3.42  2.28],[3.07 4.74],19,"[1.5, 2.5]","[2.5, 2.5]","[-3.5, 2.5]","[3.5, 4.5]",1.0,1.5,0.0,1.0
21054,1295,24,1,0,0,0,1,[ 4.36 -4.34],[2.7  5.34],[-3.62 -2.5 ],[-0. -3.],14,"[4.5, -4.5]","[2.5, 5.5]","[-3.5, -2.5]","[0.5, -2.5]",1.5,0.0,0.0,0.0
21055,1295,25,1,1,1,1,5,[5.67 1.66],[4.  1.8],[ 5.1  -2.79],[2.15 4.95],0,"[5.5, 1.5]","[4.5, 1.5]","[5.5, -2.5]","[2.5, 4.5]",1.0,1.0,1.0,1.0
21056,1243,12,0,0,1,0,3,[-1.73 -1.73],[2.46 0.84],[-1.22 -0.53],[4.41 2.81],19,"[-1.5, -1.5]","[2.5, 0.5]","[-1.5, -0.5]","[4.5, 2.5]",0.0,0.0,1.5,0.0
21057,1295,26,1,1,0,1,2,[ 0.27 -1.62],[2.88 1.56],[5.26 3.25],[-4.95  2.15],8,"[0.5, -1.5]","[2.5, 1.5]","[5.5, 3.5]","[-4.5, 2.5]",1.0,1.5,0.0,1.0
21058,1243,13,1,1,1,1,2,[-3.88  3.28],[0.  4.5],[2.94 0.66],[-0.  -4.5],9,"[-3.5, 3.5]","[0.5, 4.5]","[2.5, 0.5]","[0.5, -4.5]",1.0,1.5,1.0,1.0
21059,1295,27,0,0,1,1,4,[-1.81  0.44],[1.68 5.34],[-5.12  1.65],[0.  4.8],20,"[-1.5, 0.5]","[1.5, 5.5]","[-5.5, 1.5]","[0.5, 4.5]",0.0,0.0,1.0,1.5
21060,1243,14,1,0,0,1,4,[ 1.43 -0.21],[-3.  3.],[0.9  0.84],[-0.  -4.2],14,"[1.5, -0.5]","[-2.5, 3.5]","[0.5, 0.5]","[0.5, -4.5]",1.0,0.0,0.0,1.5
21061,1295,28,1,0,1,1,1,[0.48 1.48],[-5.4   2.34],[ 4.37 -2.02],[2.81 4.41],4,"[0.5, 1.5]","[-5.5, 2.5]","[4.5, -2.5]","[2.5, 4.5]",1.5,0.0,1.0,1.0
21062,1295,29,0,1,1,1,2,[-2.04  3.34],[5.1 5.1],[ 4.74 -3.33],[-0.  -3.9],2,"[-2.5, 3.5]","[5.5, 5.5]","[4.5, -3.5]","[0.5, -3.5]",0.0,1.5,1.0,1.0
21063,1243,15,0,0,0,1,4,[1.3  0.34],[3.6 2.4],[2.2  0.29],[-0.  -4.8],3,"[1.5, 0.5]","[3.5, 2.5]","[2.5, 0.5]","[0.5, -4.5]",0.0,0.0,0.0,1.5
21064,1243,16,1,1,1,1,2,[3.54 3.24],[4.5 1.5],[-5.94  1.25],[0.92 4.46],17,"[3.5, 3.5]","[4.5, 1.5]","[-5.5, 1.5]","[0.5, 4.5]",1.0,1.5,1.0,1.0
21065,1243,17,1,1,1,1,2,[0.14 0.44],[5.1 5.1],[ 5.17 -4.17],[3.22 3.73],13,"[0.5, 0.5]","[5.5, 5.5]","[5.5, -4.5]","[3.5, 3.5]",1.0,1.5,1.0,1.0
21066,1243,18,0,1,1,1,2,[1.24 1.89],[-1.5  2.4],[-1.13  5.78],[-2.81  4.41],29,"[1.5, 1.5]","[-1.5, 2.5]","[-1.5, 5.5]","[-2.5, 4.5]",0.0,1.5,1.0,1.0
21067,1243,19,1,1,1,1,5,[-0.41  0.04],[2.34 1.86],[-1.15 -5.37],[-3.78  2.35],12,"[-0.5, 0.5]","[2.5, 1.5]","[-1.5, -5.5]","[-3.5, 2.5]",1.0,1.0,1.0,1.0
21068,1243,20,0,1,1,1,4,[-1.84  2.67],[3.3  2.88],[-3.42  3.87],[-4.2  0. ],2,"[-1.5, 2.5]","[3.5, 2.5]","[-3.5, 3.5]","[-4.5, 0.5]",0.0,1.0,1.0,1.5
21069,1297,1,1,0,0,0,1,[1.06 2.04],[2.5 2.2],[3.82 4.59],[2.57 4.09],7,"[1.5, 2.5]","[2.5, 2.5]","[3.5, 4.5]","[2.5, 4.5]",1.5,0.0,0.0,0.0
21070,1297,2,0,0,1,1,4,[-2.04 -2.31],[ 3.66 -4.14],[0.34 1.21],[-2.81 -4.41],11,"[-2.5, -2.5]","[3.5, -4.5]","[0.5, 1.5]","[-2.5, -4.5]",0.0,0.0,1.0,1.5
21071,1297,3,1,1,1,1,4,[3.24 0.44],[1.86 6.  ],[-2.53  2.76],[1.64 5.02],0,"[3.5, 0.5]","[1.5, 5.5]","[-2.5, 2.5]","[1.5, 5.5]",1.0,1.0,1.0,1.5
21072,1297,4,1,0,1,1,3,[5.69 1.64],[0.12 3.72],[-0.58 -1.18],[4.74 3.07],18,"[5.5, 1.5]","[0.5, 3.5]","[-0.5, -1.5]","[4.5, 3.5]",1.0,0.0,1.5,1.0
21073,1297,5,0,0,1,0,3,[0.21 0.34],[0.12 3.72],[ 4.52 -1.87],[1.49 4.71],16,"[0.5, 0.5]","[0.5, 3.5]","[4.5, -1.5]","[1.5, 4.5]",0.0,0.0,1.5,0.0
21074,1297,6,1,1,1,0,3,[ 1.7  -2.07],[ 0.36 -2.94],[-1.09  4.27],[-4.8  0. ],21,"[1.5, -2.5]","[0.5, -2.5]","[-1.5, 4.5]","[-4.5, 0.5]",1.0,1.0,1.5,0.0
21075,1297,7,0,1,0,0,2,[-0.32  0.13],[-3.66  2.76],[3.25 1.99],[2.81 4.41],20,"[-0.5, 0.5]","[-3.5, 2.5]","[3.5, 1.5]","[2.5, 4.5]",0.0,1.5,0.0,0.0
21076,1297,8,0,1,0,0,2,[0.3  0.18],[-2.1   4.44],[-0.93 -1.25],[1.96 4.64],26,"[0.5, 0.5]","[-2.5, 4.5]","[-0.5, -1.5]","[1.5, 4.5]",0.0,1.5,0.0,0.0
21077,1297,9,1,0,1,0,1,[3.36 3.24],[0.12 0.3 ],[ 1.   -0.38],[-4.8  0. ],6,"[3.5, 3.5]","[0.5, 0.5]","[1.5, -0.5]","[-4.5, 0.5]",1.5,0.0,1.0,0.0
21078,1297,10,0,1,1,1,5,[-0.13  1.78],[-2.5  1.5],[-2.3   5.12],[-0. -3.],2,"[-0.5, 1.5]","[-2.5, 1.5]","[-2.5, 5.5]","[0.5, -2.5]",0.0,1.0,1.0,1.0
21079,1297,11,0,0,0,0,5,[3.49 0.1 ],[-5.4   2.34],[ 0.23 -3.25],[2.15 4.95],4,"[3.5, 0.5]","[-5.5, 2.5]","[0.5, -3.5]","[2.5, 4.5]",0.0,0.0,0.0,0.0
21080,1297,12,1,0,1,0,3,[-0.04  0.04],[1.68 1.2 ],[-0.52  2.98],[-2.81  4.41],10,"[-0.5, 0.5]","[1.5, 1.5]","[-0.5, 2.5]","[-2.5, 4.5]",1.0,0.0,1.5,0.0
21081,1297,13,1,1,1,0,3,[1.24 1.79],[-3.12  2.82],[-5.35  2.83],[3.07 4.74],29,"[1.5, 1.5]","[-3.5, 2.5]","[-5.5, 2.5]","[3.5, 4.5]",1.0,1.0,1.5,0.0
21082,1297,14,1,1,1,1,4,[-0.41  1.66],[0.6  3.36],[ 1.59 -1.15],[4.02 1.63],13,"[-0.5, 1.5]","[0.5, 3.5]","[1.5, -1.5]","[4.5, 1.5]",1.0,1.0,1.0,1.5
21083,1297,15,1,1,1,1,3,[ 1.16 -2.14],[ 0.24 -1.32],[-5.3   5.99],[-1.63 -4.02],22,"[1.5, -2.5]","[0.5, -1.5]","[-5.5, 5.5]","[-1.5, -4.5]",1.0,1.0,1.5,1.0
21084,1297,16,1,1,0,0,2,[-1.8   0.58],[1.08 0.42],[-3.77  1.04],[3.78 2.35],25,"[-1.5, 0.5]","[1.5, 0.5]","[-3.5, 1.5]","[3.5, 2.5]",1.0,1.5,0.0,0.0
21085,1297,17,1,0,1,1,4,[0.38 0.16],[1.86 6.  ],[-5.09  4.6 ],[1.1  5.07],27,"[0.5, 0.5]","[1.5, 5.5]","[-5.5, 4.5]","[1.5, 5.5]",1.0,0.0,1.0,1.5
21086,1297,18,0,0,0,1,4,[ 3.58 -1.8 ],[ 4.14 -4.56],[-5.08  5.27],[-0.  -4.2],3,"[3.5, -1.5]","[4.5, -4.5]","[-5.5, 5.5]","[0.5, -4.5]",0.0,0.0,0.0,1.5
21087,1297,19,1,1,1,0,5,[4.23 2.03],[1.08 2.22],[-4.56  2.34],[1.64 5.02],15,"[4.5, 2.5]","[1.5, 2.5]","[-4.5, 2.5]","[1.5, 5.5]",1.0,1.0,1.0,0.0
21088,1297,20,0,1,0,1,2,[4.92 0.2 ],[-1.14  1.62],[3.67 5.26],[-4.41 -2.81],12,"[4.5, 0.5]","[-1.5, 1.5]","[3.5, 5.5]","[-4.5, -2.5]",0.0,1.5,0.0,1.0
21089,1297,21,1,1,1,1,5,[4.21 0.54],[3.3  4.14],[-4.54  1.37],[2.81 4.41],19,"[4.5, 0.5]","[3.5, 4.5]","[-4.5, 1.5]","[2.5, 4.5]",1.0,1.0,1.0,1.0
21090,1297,22,0,0,0,1,4,[2.36 0.57],[4.2 0.9],[-2.46  3.67],[3.38 5.1 ],28,"[2.5, 0.5]","[4.5, 0.5]","[-2.5, 3.5]","[3.5, 5.5]",0.0,0.0,0.0,1.5
21091,1297,23,0,1,0,1,2,[ 3.37 -0.04],[0.3  0.24],[0.6  5.71],[-0.  -4.8],24,"[3.5, -0.5]","[0.5, 0.5]","[0.5, 5.5]","[0.5, -4.5]",0.0,1.5,0.0,1.0
21092,1297,24,1,0,1,0,1,[ 1.73 -2.16],[-2.4   1.74],[0.4  3.19],[-0.  -3.6],14,"[1.5, -2.5]","[-2.5, 1.5]","[0.5, 3.5]","[0.5, -3.5]",1.5,0.0,1.0,0.0
21093,1297,25,1,1,0,1,4,[ 4.66 -1.61],[ 0.36 -2.94],[ 4.29 -1.56],[3.07 4.74],23,"[4.5, -1.5]","[0.5, -2.5]","[4.5, -1.5]","[3.5, 4.5]",1.0,1.0,0.0,1.5
21094,1297,26,0,0,1,1,3,[-2.17  0.29],[3.3  2.88],[-0.98  5.38],[-2.14 -3.49],1,"[-2.5, 0.5]","[3.5, 2.5]","[-0.5, 5.5]","[-2.5, -3.5]",0.0,0.0,1.5,1.0
21095,1298,1,1,0,0,0,2,[-1.63  3.54],[3.06 0.24],[ 5.76 -3.6 ],[3.07 4.74],19,"[-1.5, 3.5]","[3.5, 0.5]","[5.5, -3.5]","[3.5, 4.5]",1.0,0.5,0.0,0.0
21096,1297,27,0,1,1,1,3,[3.53 2.24],[4.5 1.5],[-0.13 -5.7 ],[1.36 4.4 ],5,"[3.5, 2.5]","[4.5, 1.5]","[-0.5, -5.5]","[1.5, 4.5]",0.0,1.0,1.5,1.0
21097,1297,28,1,1,1,0,1,[ 3.74 -1.59],[3.3  4.14],[-3.45 -1.06],[-3.07  4.74],8,"[3.5, -1.5]","[3.5, 4.5]","[-3.5, -1.5]","[-3.5, 4.5]",1.5,1.0,1.0,0.0
21098,1298,2,1,1,1,1,5,[1.73 2.14],[3.24 3.6 ],[0.93 4.08],[-2.35 -3.78],2,"[1.5, 2.5]","[3.5, 3.5]","[0.5, 4.5]","[-2.5, -3.5]",1.0,1.0,1.0,1.0
21099,1297,29,0,1,1,1,2,[4.24 0.44],[-1.8   4.38],[-0.85  4.9 ],[-4.8  0. ],9,"[4.5, 0.5]","[-1.5, 4.5]","[-0.5, 4.5]","[-4.5, 0.5]",0.0,1.5,1.0,1.0
21100,1298,3,1,1,1,1,1,[0.24 2.34],[4.08 0.48],[ 3.91 -5.47],[2.15 4.95],27,"[0.5, 2.5]","[4.5, 0.5]","[3.5, -5.5]","[2.5, 4.5]",1.5,1.0,1.0,1.0
21101,1298,4,1,1,1,0,2,[1.33 0.41],[3.3  3.72],[ 0.06 -4.67],[3.51 4.04],16,"[1.5, 0.5]","[3.5, 3.5]","[0.5, -4.5]","[3.5, 4.5]",1.0,1.5,1.0,0.0
21102,1298,5,1,1,1,1,3,[-0.1   0.18],[4.5 1.5],[-0.88 -0.13],[-3.78 -2.35],12,"[-0.5, 0.5]","[4.5, 1.5]","[-0.5, -0.5]","[-3.5, -2.5]",1.0,1.0,1.5,1.0
21103,1298,6,1,0,0,0,1,[ 3.24 -2.24],[0. 0.],[-4.27 -5.42],[-0.  -4.2],14,"[3.5, -2.5]","[0.5, 0.5]","[-4.5, -5.5]","[0.5, -4.5]",1.5,0.0,0.0,0.0
21104,1298,7,1,1,1,1,1,[3.59 0.11],[4.2 0.9],[5.28 0.72],[1.01 4.76],28,"[3.5, 0.5]","[4.5, 0.5]","[5.5, 0.5]","[1.5, 4.5]",1.5,1.0,1.0,1.0
21105,1243,21,1,1,1,1,4,[2.23 0.14],[-2.1   4.44],[ 0.81 -4.81],[0.  5.4],26,"[2.5, 0.5]","[-2.5, 4.5]","[0.5, -4.5]","[0.5, 5.5]",1.0,1.0,1.0,1.5
21106,1243,22,0,1,1,1,2,[-1.1  0.4],[ 5.76 -4.8 ],[ 2.73 -0.11],[-4.51 -4.51],11,"[-1.5, 0.5]","[5.5, -4.5]","[2.5, -0.5]","[-4.5, -4.5]",0.0,1.5,1.0,1.0
21107,1243,23,0,0,0,0,5,[-0.13  1.89],[2.58 3.24],[-5.44  5.64],[4.71 1.49],18,"[-0.5, 1.5]","[2.5, 3.5]","[-5.5, 5.5]","[4.5, 1.5]",0.0,0.0,0.0,0.0
21108,1243,24,0,0,0,0,5,[ 5.98 -1.69],[2.46 2.88],[-1.87  5.  ],[0.  4.2],10,"[5.5, -1.5]","[2.5, 2.5]","[-1.5, 5.5]","[0.5, 4.5]",0.0,0.0,0.0,0.0
21109,1243,25,1,0,0,1,1,[-1.79 -2.31],[ 2.88 -1.5 ],[-4.77 -2.35],[-1.96 -4.64],1,"[-1.5, -2.5]","[2.5, -1.5]","[-4.5, -2.5]","[-1.5, -4.5]",1.5,0.0,0.0,1.0
21110,1243,26,0,1,1,1,3,[4.44 0.28],[-0.72  4.5 ],[-3.05 -1.8 ],[-4.2  0. ],5,"[4.5, 0.5]","[-0.5, 4.5]","[-3.5, -1.5]","[-4.5, 0.5]",0.0,1.0,1.5,1.0
21111,1243,27,1,1,0,0,2,[ 0.44 -0.19],[ 0.24 -1.32],[-2.78 -0.6 ],[-4.13 -4.13],22,"[0.5, -0.5]","[0.5, -1.5]","[-2.5, -0.5]","[-4.5, -4.5]",1.0,1.5,0.0,0.0
21112,1243,28,1,0,0,1,4,[ 0.08 -0.04],[0.3  0.24],[5.99 5.42],[-0.  -4.8],24,"[0.5, -0.5]","[0.5, 0.5]","[5.5, 5.5]","[0.5, -4.5]",1.0,0.0,0.0,1.5
21113,1243,29,0,0,0,0,5,[3.56 0.46],[2. 3.],[-2.49 -0.15],[2.15 4.95],0,"[3.5, 0.5]","[2.5, 3.5]","[-2.5, -0.5]","[2.5, 4.5]",0.0,0.0,0.0,0.0
21114,1299,1,0,1,0,0,2,[-0.09  0.13],[2.7  5.34],[ 0.7  -4.38],[-2.14 -3.49],2,"[-0.5, 0.5]","[2.5, 5.5]","[0.5, -4.5]","[-2.5, -3.5]",0.0,1.5,0.0,0.0
21115,1299,2,0,1,0,0,2,[-1.68  1.8 ],[2.34 2.16],[-5.74  4.1 ],[2.81 4.41],0,"[-1.5, 1.5]","[2.5, 2.5]","[-5.5, 4.5]","[2.5, 4.5]",0.0,1.5,0.0,0.0
21116,1057,1,1,1,1,1,2,[0.24 1.63],[2.28 0.18],[5.07 3.  ],[3.51 4.04],0,"[0.5, 1.5]","[2.5, 0.5]","[5.5, 3.5]","[3.5, 4.5]",1.0,1.5,1.0,1.0
21117,1299,3,1,0,0,0,1,[-0.14  1.59],[1.74 0.3 ],[-1.33 -3.67],[1.8  5.34],15,"[-0.5, 1.5]","[1.5, 0.5]","[-1.5, -3.5]","[1.5, 5.5]",1.5,0.0,0.0,0.0
21118,1299,4,1,0,0,0,1,[-1.82  1.58],[0.12 1.8 ],[ 2.85 -3.75],[-5.1  0. ],29,"[-1.5, 1.5]","[0.5, 1.5]","[2.5, -3.5]","[-5.5, 0.5]",1.5,0.0,0.0,0.0
21119,1299,5,0,0,1,0,3,[3.44 1.94],[2.7  5.34],[0.82 3.46],[-5.1  0. ],13,"[3.5, 1.5]","[2.5, 5.5]","[0.5, 3.5]","[-5.5, 0.5]",0.0,0.0,1.5,0.0
21120,1299,6,1,0,0,0,1,[2.48 0.14],[4.38 0.96],[-3.37 -0.99],[-0.  -5.4],3,"[2.5, 0.5]","[4.5, 0.5]","[-3.5, -0.5]","[0.5, -5.5]",1.5,0.0,0.0,0.0
21121,1299,7,1,0,0,0,1,[0.23 3.74],[-3.78  3.48],[-1.48  2.78],[-1.79 -4.33],9,"[0.5, 3.5]","[-3.5, 3.5]","[-1.5, 2.5]","[-1.5, -4.5]",1.5,0.0,0.0,0.0
21122,1299,8,0,0,0,1,4,[4.49 0.28],[ 3.66 -1.26],[ 2.79 -0.86],[4.74 3.07],8,"[4.5, 0.5]","[3.5, -1.5]","[2.5, -0.5]","[4.5, 3.5]",0.0,0.0,0.0,1.5
